DNI,Nombre Completo,Zona,Prioridad,Hora de Registro
43132621,Adriana Jimenez Acosta,Prensa,4,1330
62172760,Diana Acosta Perez,General B,1,2101
57587240,Ana Vargas Martinez,Platino,4,1348
43155820,Cecilia Rios Flores,Prensa,4,2247
46473390,Camila Fernandez Medina,Discapacitado,2,1939
10607792,Mariana Mamani Castillo,VIP,5,0911
16405173,Veronica Gomez Castillo,Discapacitado,2,0935
31917451,Felipe Martin Alvarez,Prensa,4,0943
65075148,Valeria Soto Acosta,Discapacitado,2,2259
33200553,Josefa Sanchez Torres,Staff,3,1832
64059811,Victor Ruiz Moreno,General B,1,1858
37095081,Rosa Soto Alvarez,General A,2,2207
43980231,Valentina Alvarez Perez,General B,1,2005
67341664,Elena Gonzales Mamani,General B,1,1002
77553325,Diana Perez Gonzales,Prensa,4,0927
65104293,Cristina Navarro Vargas,Discapacitado,2,1134
87757038,Paola Martin Navarro,General A,2,1725
19070180,Jimena Solis Soto,Discapacitado,2,1959
12792027,Fabian Martinez Alvarez,General B,1,1527
89020866,Santiago Quispe Moreno,General A,2,1523
15415030,Sofia Quispe Perez,General A,2,2048
64312882,Catalina Rojas Gonzales,VIP,5,1730
54684634,Gustavo Acosta Gomez,Platino,4,1536
47332256,Rodrigo Romero Gonzales,Prensa,4,2154
17498584,Manuel Medina Castro,Platino,4,1014
94182400,Rodrigo Diaz Garcia,VIP,5,1213
67757395,Isabel Torres Navarro,VIP,5,1918
32325324,Josefa Herrera Acosta,General B,1,1705
53489606,Adriana Herrera Flores,General A,2,1605
21027923,David Torres Sanchez,General A,2,1252
25858602,Claudia Martinez Vargas,VIP,5,1837
45422704,Roberto Garcia Gonzales,Discapacitado,2,1731
72904014,Luisa Flores Romero,VIP,5,1447
79487521,Fernando Navarro Solis,General A,2,1959
31736099,Fernando Moreno Herrera,Platino,4,2250
26120878,Isabel Martinez Rojas,Prensa,4,1613
46462829,Francisco Diaz Rios,Discapacitado,2,1005
35521341,Samuel Acosta Martinez,VIP,5,2210
79902092,Francisco Garcia Rios,Staff,3,2212
35932822,Fernando Acosta Soto,Prensa,4,1603
87174041,Santiago Rojas Rios,VIP,5,0801
70039160,Jimena Castillo Fernandez,General B,1,1429
57083565,Catalina Gonzales Jimenez,General B,1,2116
52923298,Margarita Perez Torres,Prensa,4,2001
17830543,Eduardo Acosta Quispe,Platino,4,2121
63408340,Cecilia Flores Torres,Platino,4,1451
66675358,Rafael Martinez Quispe,Discapacitado,2,1837
57660644,Oscar Navarro Rios,Platino,4,1523
48566345,Jose Quispe Flores,Prensa,4,1328
63300108,Ivan Navarro Castro,General B,1,1736
41709978,Valentina Perez Sanchez,General A,2,0934
50875695,Camila Rios Soto,General A,2,1841
62592347,Fernanda Quispe Ruiz,VIP,5,1151
75176224,Josefa Navarro Jimenez,Discapacitado,2,1646
12307299,Manuela Flores Perez,Discapacitado,2,2055
92410999,Gabriela Romero Garcia,Prensa,4,1731
28044165,Cristian Perez Solis,Prensa,4,0913
21091553,Daniel Castro Martin,VIP,5,2012
95447466,Isabel Quispe Soto,Platino,4,2025
83874195,Camila Rojas Diaz,Staff,3,1843
91754427,Ivan Navarro Gonzales,General B,1,0944
43832898,Margarita Martin Castro,General B,1,1455
25976212,Fabiana Flores Diaz,Discapacitado,2,0922
17447151,Tomas Solis Castro,General A,2,1116
46831774,Laura Castro Gomez,Prensa,4,2220
56865205,Mariana Garcia Diaz,General B,1,1556
31392104,Hector Castro Martin,Discapacitado,2,0953
56433917,Jimena Moreno Torres,VIP,5,1807
40626993,Jesus Rios Perez,VIP,5,1528
46180548,Francisco Rojas Torres,Platino,4,1902
13772366,Fabiana Lopez Rodriguez,Platino,4,2141
55279475,Fernanda Lopez Solis,General B,1,1728
17958400,Antonio Mamani Rojas,Staff,3,1827
26142784,Lucia Martin Fernandez,VIP,5,1822
35152101,Diego Garcia Ruiz,VIP,5,1404
57347146,Maria Gomez Navarro,Staff,3,1243
94110860,Marta Lopez Sanchez,General A,2,1311
12492134,Samuel Martinez Flores,Prensa,4,1811
50407545,Marcela Ruiz Sanchez,General A,2,1303
89042406,Carla Garcia Mamani,Platino,4,1351
43951993,Carlos Sanchez Torres,Prensa,4,1312
57499618,Jose Martinez Gomez,Platino,4,0907
82802770,David Navarro Fernandez,General A,2,1037
72481250,Pilar Sanchez Martin,Staff,3,1439
69851321,Miguel Alvarez Garcia,General A,2,1242
88858028,Carlos Castro Alvarez,General A,2,1730
87706822,Clara Torres Vargas,VIP,5,2115
76493839,Angel Gomez Romero,Discapacitado,2,1334
67904545,Fernanda Ruiz Lopez,Discapacitado,2,1425
46801329,Luis Ruiz Lopez,Prensa,4,0824
15384937,Alejandra Acosta Gonzales,Staff,3,1927
52077173,Sebastian Soto Mamani,VIP,5,0911
27905542,Cecilia Romero Castillo,General B,1,1249
26992215,Lucia Rojas Moreno,Staff,3,1750
68975253,Santiago Torres Jimenez,Platino,4,1516
73216383,Daniela Castro Alvarez,General B,1,1930
15982755,Alejandro Lopez Quispe,VIP,5,1954
24218666,Carolina Rios Mamani,General A,2,0833
63074863,Nicolas Gonzales Quispe,Staff,3,1300
71961158,Estefania Rojas Gonzales,Staff,3,0822
34230425,Nicolas Lopez Navarro,Prensa,4,1516
77202146,Valeria Gonzales Martinez,General A,2,1244
95829280,Angel Vargas Sanchez,Prensa,4,1752
95003156,Jimena Diaz Rodriguez,Staff,3,1310
45331321,Oscar Romero Lopez,Platino,4,1631
42002445,Daniela Alvarez Fernandez,General B,1,1819
30159226,Isabel Sanchez Rios,Prensa,4,0936
54390474,Pilar Garcia Sanchez,Discapacitado,2,2016
46505655,Mario Medina Rojas,VIP,5,0835
32972782,Cristina Moreno Perez,Staff,3,1712
62388804,Fabian Castillo Garcia,Staff,3,1257
63878419,Daniel Navarro Rojas,Staff,3,1309
18496527,Veronica Torres Mamani,Prensa,4,1637
70107245,Cristian Ruiz Mamani,General B,1,1158
96631566,Mariana Martin Gomez,General B,1,1326
79119104,Jesus Herrera Jimenez,Prensa,4,1028
17119121,Diana Martin Romero,Prensa,4,1640
83916268,Pablo Romero Vargas,General A,2,1522
59788883,Marco Gonzales Perez,Staff,3,1059
92426227,Leonardo Gomez Rojas,VIP,5,0954
58288088,Ivan Castro Rios,Discapacitado,2,2148
85973930,Fabian Ruiz Herrera,Staff,3,1157
36524276,Isabel Quispe Ruiz,Platino,4,1350
48482624,Daniela Rojas Acosta,Staff,3,0929
68222102,Rodrigo Soto Torres,Prensa,4,1630
16712325,Margarita Gomez Castro,General A,2,2227
89990767,Pedro Romero Rodriguez,Discapacitado,2,1228
52637426,Gustavo Quispe Alvarez,Staff,3,1949
62115115,Daniela Castro Rios,General A,2,1936
18009247,Alicia Flores Mamani,General B,1,1209
27731018,Clara Mamani Fernandez,General B,1,1921
34671907,Angel Rodriguez Soto,Prensa,4,2254
49082081,Angel Rojas Castillo,Prensa,4,1539
82568555,Paola Rios Gonzales,General A,2,1308
53253745,Guillermo Jimenez Castro,General B,1,1657
90126084,Sandra Ruiz Garcia,General A,2,1410
75248206,Rosa Martinez Fernandez,VIP,5,1619
19137932,Cecilia Acosta Mamani,VIP,5,1121
45662102,Javiera Medina Soto,Staff,3,1531
45203036,Cecilia Moreno Romero,VIP,5,1155
78538259,Felipe Diaz Rodriguez,Platino,4,2124
83726849,Angel Martinez Gonzales,Platino,4,1024
85763679,Gustavo Medina Torres,Prensa,4,2221
88971105,Valentina Mamani Torres,VIP,5,2052
41110131,Carmen Herrera Vargas,General A,2,1419
51783784,Luisa Perez Fernandez,VIP,5,1309
78332366,Cristina Ruiz Sanchez,General B,1,0946
88490088,Marcela Quispe Flores,Platino,4,1458
40244206,Marta Navarro Acosta,VIP,5,1218
25134123,Alejandra Martin Medina,Staff,3,1047
10009677,Clara Diaz Mamani,General A,2,1916
90880766,Pilar Perez Navarro,Staff,3,2103
64092249,Margarita Martin Navarro,VIP,5,1243
65107616,Carla Rojas Quispe,Staff,3,2252
41272365,Pedro Fernandez Jimenez,Discapacitado,2,1550
43700592,Adriana Rios Romero,Discapacitado,2,1517
12066254,Felipe Castillo Flores,General B,1,1316
83637647,Francisco Fernandez Martin,Discapacitado,2,1229
61698245,Mateo Garcia Vargas,Discapacitado,2,0925
44071784,Emilia Perez Flores,Staff,3,0821
11990053,Roberto Vargas Garcia,Platino,4,0852
34664718,Sebastian Perez Rios,General B,1,2252
82616453,Patricia Romero Fernandez,Discapacitado,2,1802
80230546,Lucia Martinez Acosta,General B,1,2248
49264063,Jorge Perez Martin,Staff,3,1019
60497071,Jimena Mamani Lopez,Platino,4,1305
70992598,Maria Garcia Alvarez,VIP,5,2146
15606166,Javiera Castro Moreno,VIP,5,0925
64685063,Daniela Navarro Gonzales,General A,2,1102
42356189,Clara Fernandez Torres,Staff,3,1234
66690724,Fabian Ruiz Alvarez,General A,2,1750
31309885,Carmen Fernandez Navarro,Staff,3,1041
70249454,Ivan Rios Perez,General A,2,1820
16317844,Julio Castro Ruiz,Staff,3,1509
11772326,Alejandra Jimenez Fernandez,Discapacitado,2,0912
93650772,Julio Moreno Alvarez,Staff,3,1304
87043609,Javiera Romero Herrera,Staff,3,1400
68527884,Angel Solis Gonzales,Discapacitado,2,1829
42374456,Javiera Fernandez Moreno,General B,1,1738
84636235,Camila Torres Fernandez,General B,1,2155
98889494,Pablo Castillo Torres,VIP,5,0855
14960259,Josefa Gonzales Castillo,Platino,4,1952
20218083,Sebastian Rojas Rios,Platino,4,0925
68003632,Andres Fernandez Diaz,General B,1,1901
98866135,Pablo Martinez Quispe,VIP,5,1002
99381360,Paulina Gonzales Vargas,General A,2,1007
96543713,Julio Sanchez Flores,Discapacitado,2,2256
75451382,Fabiana Perez Rojas,General B,1,0812
73428156,Luis Quispe Solis,Platino,4,1440
47243691,Carla Lopez Gomez,Discapacitado,2,2233
34069842,Martin Medina Mamani,Prensa,4,1643
80088610,Roberto Herrera Castillo,Prensa,4,1325
99352198,Carolina Soto Martinez,VIP,5,2140
58189776,Pablo Moreno Romero,Prensa,4,1225
72459636,Natalia Herrera Mamani,VIP,5,0836
72344819,Santiago Martinez Rios,Discapacitado,2,1828
63791073,Ivan Torres Rodriguez,Staff,3,1213
28556649,Valentina Herrera Rojas,General A,2,1427
16080877,Gabriel Rodriguez Romero,General A,2,0958
76722311,Hector Romero Medina,General B,1,1156
16398927,Ricardo Castro Martin,Platino,4,2042
81751187,Eduardo Romero Medina,General A,2,1659
44866600,Fabiana Sanchez Ruiz,General A,2,1032
65953106,Eduardo Flores Martinez,VIP,5,1359
79349985,Natalia Castillo Solis,Prensa,4,1307
16974770,Camila Navarro Rios,Platino,4,1531
89413157,Miguel Fernandez Rodriguez,Discapacitado,2,1719
45933998,Oscar Rojas Ruiz,Staff,3,2158
25509570,Manuela Rios Quispe,Discapacitado,2,1527
83860429,Fabiana Diaz Moreno,Platino,4,1352
72216096,Javiera Castillo Martin,General A,2,2054
48715044,David Diaz Vargas,Discapacitado,2,0900
66117817,Fabiana Diaz Rios,General A,2,1634
30202930,Marco Lopez Acosta,Staff,3,1145
60099942,Rodrigo Lopez Castro,Staff,3,1644
86279435,Esteban Moreno Rojas,Discapacitado,2,1047
52404231,Catalina Perez Acosta,VIP,5,1325
77678368,Luisa Romero Quispe,General B,1,1953
17220613,Jose Alvarez Rios,VIP,5,1010
32839513,Josefa Solis Martin,Discapacitado,2,0906
84207381,Cecilia Acosta Garcia,Discapacitado,2,1731
65158896,Javier Rojas Torres,General B,1,1633
68663379,Jorge Navarro Castillo,Prensa,4,1052
11579173,Valeria Martin Diaz,Prensa,4,1618
99300814,Clara Mamani Vargas,General A,2,2206
61963457,Jesus Navarro Garcia,Platino,4,1052
97159103,Angel Gomez Castro,Staff,3,0844
11144264,Pedro Castillo Romero,General A,2,1934
75968351,Carlos Martinez Gonzales,Platino,4,1259
88349400,Catalina Solis Medina,Platino,4,1316
41514530,Samuel Castro Rios,General A,2,0932
73058533,Valeria Ruiz Romero,VIP,5,1306
16781882,Guillermo Jimenez Diaz,General A,2,2249
91235709,Cecilia Herrera Alvarez,Discapacitado,2,1040
41176630,Carla Rios Medina,Platino,4,0945
48229665,Santiago Quispe Solis,Platino,4,2143
89483088,Fabiana Herrera Flores,Discapacitado,2,1243
38562101,Guillermo Solis Fernandez,Discapacitado,2,1431
96218323,Marco Vargas Rojas,General A,2,1409
39988472,Julio Mamani Alvarez,Discapacitado,2,1907
45971023,Manuela Gomez Herrera,General B,1,1026
90974631,Sebastian Torres Quispe,Discapacitado,2,0923
61490852,Josefa Vargas Perez,Staff,3,0957
69467382,Maria Medina Castillo,General B,1,2038
25699693,Elena Rodriguez Sanchez,Platino,4,2046
69328106,Fernando Rodriguez Romero,VIP,5,1156
74579849,Josefa Rodriguez Soto,Platino,4,1009
16602747,Marcela Fernandez Castillo,General B,1,2025
27902875,Mateo Herrera Medina,Prensa,4,1307
92700701,Alicia Ruiz Perez,General A,2,1501
79612099,Felipe Medina Rios,Platino,4,2104
79837996,Fabian Martinez Jimenez,Staff,3,1114
26759256,Julio Diaz Acosta,General A,2,1245
64702756,Juan Rodriguez Fernandez,Staff,3,0916
16022944,Juan Garcia Torres,VIP,5,2026
11317738,Paola Lopez Mamani,General A,2,1759
45112962,Samuel Rojas Mamani,Prensa,4,1708
11388165,Rosa Perez Ruiz,Platino,4,1214
96476122,Sergio Acosta Herrera,Discapacitado,2,1502
67913738,Mario Acosta Quispe,Platino,4,1730
70056969,David Diaz Gomez,General B,1,1950
50410953,Patricia Vargas Navarro,VIP,5,0819
38292843,Sebastian Soto Navarro,Staff,3,2013
29318753,Clara Martin Ruiz,VIP,5,1323
32813883,Ricardo Rojas Vargas,Discapacitado,2,1914
53426260,Mariana Medina Gonzales,VIP,5,1808
92958860,Josefa Ruiz Perez,Discapacitado,2,1304
59256042,Diana Mamani Castro,General A,2,2027
51993591,Maria Torres Rojas,Staff,3,0953
57305192,Juan Castillo Fernandez,Platino,4,1618
27141116,Fernando Fernandez Castillo,VIP,5,1628
33831738,Diego Soto Martin,General A,2,1335
37049781,Valentina Perez Sanchez,Discapacitado,2,1522
83900999,Jorge Castillo Mamani,Platino,4,1028
46752549,Daniela Sanchez Gonzales,Discapacitado,2,0835
69978672,Camila Garcia Lopez,Discapacitado,2,1900
33442630,Gabriela Gonzales Herrera,General B,1,2258
37330967,Margarita Herrera Medina,Platino,4,1003
54180057,Mariana Rios Garcia,Discapacitado,2,2012
55400546,Josefa Moreno Martin,General B,1,1414
27003994,Sergio Vargas Torres,Prensa,4,1444
37988740,Carmen Lopez Castro,Discapacitado,2,1137
62121099,Marcela Rojas Torres,Platino,4,1718
89615675,Adriana Medina Castillo,VIP,5,2118
12952920,Cristina Torres Castro,Prensa,4,1116
77078171,Hector Martinez Alvarez,Prensa,4,1307
18662189,Natalia Mamani Quispe,General A,2,1632
52564148,Ivan Torres Ruiz,Discapacitado,2,0924
74168735,Paola Martinez Castillo,Platino,4,1232
72193803,Cecilia Gonzales Castillo,General B,1,2135
68574606,Manuel Flores Solis,General A,2,1103
19390254,Mariana Lopez Castillo,Discapacitado,2,1519
68717300,Claudia Alvarez Perez,General B,1,2110
46716266,Marta Martinez Rodriguez,Staff,3,1048
31321085,Valentina Martin Medina,Prensa,4,1615
60539537,Rosa Ruiz Flores,Staff,3,1638
56497472,Pilar Castro Medina,VIP,5,1228
88610285,Mariana Jimenez Lopez,VIP,5,1034
24135620,Diana Fernandez Solis,Prensa,4,1106
67971227,Oscar Torres Garcia,Discapacitado,2,1516
30755289,Carlos Alvarez Navarro,Staff,3,1632
93901054,Marta Alvarez Rodriguez,Prensa,4,1017
16779635,Ivan Rios Castro,Platino,4,1315
86808546,Carlos Diaz Solis,VIP,5,0910
70575764,Emilia Gomez Flores,Discapacitado,2,1815
42086239,Oscar Moreno Vargas,Prensa,4,1503
31636356,Clara Martinez Vargas,Prensa,4,1757
51266398,Fabian Sanchez Alvarez,Discapacitado,2,0901
47305894,Manuel Solis Romero,Platino,4,1757
33731406,Paulina Lopez Castro,General A,2,1302
80767060,David Quispe Ruiz,Discapacitado,2,0927
98340322,David Rios Lopez,VIP,5,1337
91081777,Marcela Fernandez Sanchez,VIP,5,1042
56214234,Sebastian Herrera Torres,VIP,5,2040
72873524,Sebastian Solis Castro,Prensa,4,2153
14594135,Daniela Solis Castro,Platino,4,1952
41162026,Sebastian Alvarez Diaz,General A,2,0845
13244413,Santiago Soto Alvarez,General B,1,2235
20427637,Veronica Rodriguez Herrera,VIP,5,1441
40234292,Diego Torres Moreno,Staff,3,1222
46294367,Santiago Castillo Quispe,Prensa,4,1144
69063058,Roberto Acosta Sanchez,Platino,4,1957
97911695,Diana Gonzales Herrera,General A,2,1151
78825686,Rodrigo Rojas Perez,Platino,4,1825
34170966,Isabel Moreno Mamani,Discapacitado,2,1607
78772008,Manuel Lopez Acosta,Discapacitado,2,0903
70025263,Luisa Vargas Mamani,General A,2,1556
41522670,Valentina Quispe Navarro,Discapacitado,2,0930
18726286,Patricia Medina Fernandez,Discapacitado,2,1908
36599477,Fabiana Mamani Gonzales,VIP,5,1640
93774139,Maria Flores Torres,General B,1,1337
49044199,Andrea Gonzales Acosta,VIP,5,1449
81065825,Felipe Fernandez Medina,Platino,4,2031
47042826,Rodrigo Alvarez Medina,VIP,5,2201
40242499,Manuel Quispe Rios,Discapacitado,2,1712
96829186,Francisco Fernandez Alvarez,Discapacitado,2,1348
79163000,Jose Fernandez Moreno,Platino,4,2039
35070489,Miguel Perez Vargas,VIP,5,1704
23156279,Sebastian Romero Mamani,General A,2,1739
62823137,Luis Rios Garcia,General B,1,1748
62534384,Gabriela Navarro Castillo,General A,2,1600
37037790,Fabiana Diaz Gomez,Platino,4,1119
17670531,Paola Rios Flores,Platino,4,1701
80995927,Patricia Martinez Lopez,Prensa,4,0946
90983921,Pilar Medina Rojas,Prensa,4,1954
19366114,Luis Gomez Rojas,VIP,5,1022
76683128,Jorge Gonzales Acosta,Staff,3,2155
29297271,Julio Diaz Garcia,Prensa,4,1410
26872881,Nicolas Jimenez Mamani,Discapacitado,2,1503
20559978,Sofia Martin Alvarez,General B,1,1356
52122108,Hector Castro Rojas,General A,2,1448
76492791,Rodrigo Ruiz Martin,General A,2,1607
90798476,Samuel Torres Fernandez,Discapacitado,2,1308
47897362,Josefa Vargas Mamani,VIP,5,0914
10860204,Sofia Moreno Vargas,Discapacitado,2,1009
82987768,Jesus Jimenez Gomez,Prensa,4,1538
40692096,Luis Lopez Castillo,Platino,4,2057
47920548,Ana Soto Torres,Staff,3,2108
96919037,Ana Diaz Rodriguez,Prensa,4,1734
90087047,Margarita Romero Diaz,General A,2,2223
97270953,Javier Jimenez Lopez,Platino,4,1705
58703386,Florencia Soto Herrera,Prensa,4,1522
61799633,Pilar Lopez Castillo,General B,1,2243
78729925,Pablo Quispe Diaz,Platino,4,1806
90459958,Pablo Torres Herrera,General B,1,1927
83648267,Guillermo Rios Solis,VIP,5,0811
43482799,Gustavo Navarro Flores,General A,2,1928
90160167,Rafael Ruiz Fernandez,General A,2,1804
80612499,Cristian Castro Castillo,Platino,4,2134
73421571,Pablo Navarro Medina,General B,1,0843
69380373,Jimena Soto Perez,General A,2,0924
41993947,Isabel Martinez Sanchez,General A,2,0920
12477650,Javier Navarro Castillo,General B,1,1610
94434414,Andrea Navarro Perez,General B,1,2211
74122176,Estefania Acosta Torres,Platino,4,1904
16981515,Florencia Perez Martin,General A,2,1404
54509189,Javier Jimenez Ruiz,VIP,5,2156
32080626,Sebastian Fernandez Rios,General B,1,2116
41440218,Esteban Herrera Torres,Prensa,4,1512
48635360,Fernando Garcia Ruiz,General A,2,1309
95248762,Jorge Mamani Moreno,General A,2,2129
78965729,Marta Rodriguez Castillo,Discapacitado,2,1404
64338397,Juan Gomez Solis,Prensa,4,2009
96950948,Luisa Garcia Fernandez,VIP,5,1747
69590446,Leonardo Castro Herrera,VIP,5,1641
42425159,Monica Mamani Jimenez,VIP,5,1444
29224318,Marco Rojas Soto,Staff,3,1736
84857750,Mario Herrera Quispe,Prensa,4,1759
25005694,Fabian Romero Vargas,General A,2,1343
48656164,Felipe Diaz Solis,Platino,4,0954
63203718,Emilia Gonzales Moreno,Platino,4,2021
31079818,Antonio Rojas Acosta,General A,2,1234
24123865,Hector Sanchez Garcia,VIP,5,1810
87570419,Claudia Acosta Soto,VIP,5,1649
15307740,Valentina Torres Vargas,Staff,3,1932
33474691,Alejandra Vargas Torres,VIP,5,2023
58255635,Carolina Flores Lopez,Platino,4,1004
28922807,Laura Alvarez Perez,Platino,4,1612
45096951,Valeria Navarro Torres,Staff,3,1717
22035482,Elena Ruiz Martinez,VIP,5,1530
33690149,Natalia Diaz Castillo,General B,1,1551
90311167,Roberto Diaz Quispe,Discapacitado,2,1945
90189062,Lucia Vargas Rojas,Discapacitado,2,1743
58143239,Clara Moreno Acosta,General A,2,2029
90288194,Roberto Castro Perez,Staff,3,1124
49053083,Rafael Castillo Gomez,General B,1,2150
54752501,Guillermo Torres Alvarez,Discapacitado,2,2146
39572047,Ricardo Romero Rodriguez,Platino,4,1751
85885477,Felipe Rios Jimenez,General A,2,0948
31227145,Josefa Rodriguez Garcia,Platino,4,1836
38540765,Javiera Gonzales Martinez,General B,1,1007
44240513,Jimena Garcia Medina,Discapacitado,2,1347
84505230,Antonio Gonzales Romero,Discapacitado,2,1034
76339218,Elizabeth Jimenez Martin,Prensa,4,1412
17445252,Claudia Torres Lopez,Platino,4,1530
90883776,Gabriel Diaz Castro,Platino,4,0851
17310280,Diego Torres Rojas,Staff,3,1839
60859507,Fernanda Acosta Romero,VIP,5,1120
11302909,Paola Lopez Flores,Platino,4,1237
76699935,Clara Garcia Moreno,General B,1,1845
92014853,Javiera Fernandez Sanchez,Platino,4,1142
77673939,Carmen Fernandez Lopez,VIP,5,2100
50168506,Diego Rios Vargas,Prensa,4,1713
22157496,Antonio Solis Soto,Discapacitado,2,1543
54959486,Rodrigo Lopez Jimenez,General B,1,1702
48322789,Fernanda Rios Rojas,Discapacitado,2,2036
30250920,Julia Navarro Flores,VIP,5,1359
43461759,Julia Mamani Sanchez,General B,1,1118
29824591,Patricia Romero Fernandez,Platino,4,1540
14509038,Ivan Romero Acosta,Prensa,4,1047
53687243,Juana Castro Gomez,Discapacitado,2,1542
78778524,Alejandro Lopez Rios,Staff,3,0941
33782488,Julia Jimenez Lopez,Staff,3,2210
72325725,Jesus Perez Castillo,VIP,5,1556
34693114,Monica Garcia Quispe,Platino,4,2155
83262200,Cristian Rodriguez Martinez,Prensa,4,1843
18800510,Marco Ruiz Lopez,Discapacitado,2,1624
93289262,Felipe Quispe Navarro,General A,2,1307
66936209,Sebastian Solis Moreno,Staff,3,2220
49466040,Diana Medina Flores,General A,2,1459
